"","Airline","Aircraft","FlightDuration","TravelMonth","IsInternational","SeatsEconomy","SeatsPremium","PitchEconomy","PitchPremium","WidthEconomy","WidthPremium","PriceEconomy","PricePremium","PriceRelative","SeatsTotal","FractionPremiumSeats","PitchDifference","WidthDifference"
"405","Virgin","Boeing",12.08,"Aug","International",198,35,31,38,18,21,1086,2964,1.73,233,0.15,7,3
"406","Virgin","Boeing",12.08,"Sep","International",198,35,31,38,18,21,1086,2964,1.73,233,0.15,7,3
"407","Virgin","Boeing",12.08,"Oct","International",198,35,31,38,18,21,1086,2964,1.73,233,0.15,7,3
"408","Virgin","Boeing",12.08,"Jul","International",198,35,31,38,18,21,1247,2964,1.38,233,0.15,7,3
"409","Virgin","AirBus",6.91,"Jul","International",233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
"410","Virgin","AirBus",6.91,"Aug","International",233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
"411","Virgin","AirBus",6.91,"Sep","International",233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
"412","Virgin","AirBus",6.91,"Oct","International",233,38,31,38,18,21,1434,2982,1.08,271,0.14,7,3
"413","Virgin","AirBus",6.58,"Jul","International",233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
"414","Virgin","AirBus",6.58,"Aug","International",233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
"415","Virgin","AirBus",6.58,"Sep","International",233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
"416","Virgin","AirBus",6.58,"Oct","International",233,38,31,38,18,21,1476,2997,1.03,271,0.14,7,3
"417","Virgin","Boeing",9.91,"Jul","International",375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
"418","Virgin","Boeing",9.91,"Aug","International",375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
"419","Virgin","Boeing",9.91,"Sep","International",375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
"420","Virgin","Boeing",9.91,"Oct","International",375,66,31,38,18,21,1781,3509,0.97,441,0.15,7,3
"421","Virgin","Boeing",10.83,"Jul","International",198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
"422","Virgin","Boeing",10.83,"Aug","International",198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
"423","Virgin","Boeing",10.83,"Sep","International",198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
"424","Virgin","Boeing",10.83,"Oct","International",198,35,31,38,18,21,1580,3019,0.91,233,0.15,7,3
"425","Virgin","AirBus",10.41,"Jul","International",233,38,31,38,18,21,1903,3509,0.84,271,0.14,7,3
"426","Virgin","AirBus",10.41,"Aug","International",233,38,31,38,18,21,1903,3509,0.84,271,0.14,7,3
"427","Virgin","AirBus",10.41,"Sep","International",233,38,31,38,18,21,1903,3509,0.84,271,0.14,7,3
"428","Virgin","Boeing",10.41,"Oct","International",198,35,31,38,18,21,1903,3509,0.84,233,0.15,7,3
"429","Virgin","AirBus",8,"Jul","International",185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
"430","Virgin","AirBus",8,"Aug","International",185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
"431","Virgin","AirBus",8,"Sep","International",185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
"432","Virgin","AirBus",8,"Oct","International",185,48,31,38,18,21,1813,3128,0.73,233,0.21,7,3
"433","Virgin","Boeing",12.58,"Aug","International",198,35,31,38,18,21,1096,1710,0.56,233,0.15,7,3
"434","Virgin","Boeing",10.75,"Jul","International",375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
"435","Virgin","Boeing",10.75,"Aug","International",375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
"436","Virgin","Boeing",10.75,"Sep","International",375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
"437","Virgin","Boeing",10.75,"Oct","International",375,66,31,38,18,21,2445,3694,0.51,441,0.15,7,3
"438","Virgin","Boeing",12.58,"Oct","International",198,35,31,38,18,21,975,1465,0.5,233,0.15,7,3
"439","Virgin","AirBus",11.33,"Aug","International",233,38,31,38,18,21,2369,3540,0.49,271,0.14,7,3
"440","Virgin","AirBus",11.33,"Sep","International",233,38,31,38,18,21,2369,3540,0.49,271,0.14,7,3
"441","Virgin","Boeing",11.33,"Oct","International",198,35,31,38,18,21,2369,3540,0.49,233,0.15,7,3
"442","Virgin","AirBus",7.41,"Jul","International",233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
"443","Virgin","AirBus",7.41,"Aug","International",233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
"444","Virgin","AirBus",7.41,"Sep","International",233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
"445","Virgin","AirBus",7.41,"Oct","International",233,38,31,38,18,21,1767,2499,0.41,271,0.14,7,3
"446","Virgin","Boeing",7.66,"Jul","International",198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
"447","Virgin","Boeing",7.66,"Aug","International",198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
"448","Virgin","Boeing",7.66,"Sep","International",198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
"449","Virgin","Boeing",7.66,"Oct","International",198,35,31,38,18,21,1811,2531,0.4,233,0.15,7,3
"450","Virgin","AirBus",8.83,"Jul","International",185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
"451","Virgin","AirBus",8.83,"Aug","International",185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
"452","Virgin","AirBus",8.83,"Sep","International",185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
"453","Virgin","AirBus",8.83,"Oct","International",185,48,31,38,18,21,2052,2856,0.39,233,0.21,7,3
"454","Virgin","AirBus",7.08,"Jul","International",233,38,31,38,18,21,1919,2409,0.26,271,0.14,7,3
"455","Virgin","AirBus",7.08,"Aug","International",185,48,31,38,18,21,1919,2409,0.26,233,0.21,7,3
"456","Virgin","AirBus",7.08,"Sep","International",185,48,31,38,18,21,1919,2409,0.26,233,0.21,7,3
"457","Virgin","AirBus",7.08,"Oct","International",185,48,31,38,18,21,1919,2409,0.26,233,0.21,7,3
"458","Virgin","Boeing",12.58,"Sep","International",198,35,31,38,18,21,1356,1710,0.26,233,0.15,7,3
"459","Virgin","AirBus",7.75,"Jul","International",233,38,31,38,18,21,540,594,0.1,271,0.14,7,3
"460","Virgin","AirBus",7.75,"Aug","International",185,48,31,38,18,21,540,594,0.1,233,0.21,7,3
"461","Virgin","AirBus",7.75,"Sep","International",233,38,31,38,18,21,540,594,0.1,271,0.14,7,3
"462","Virgin","AirBus",7.75,"Oct","International",233,38,31,38,18,21,540,594,0.1,271,0.14,7,3
